icon_name,description
azure-database-postgresql-server-group,An icon named 'azure-database-postgresql-server-group' used in the Eraser.io interface for related functionality.
azure-cosmos-db,An icon named 'azure-cosmos-db' used in the Eraser.io interface for related functionality.
azure-database-mysql-server,An icon named 'azure-database-mysql-server' used in the Eraser.io interface for related functionality.
azure-database-mariadb-server,An icon named 'azure-database-mariadb-server' used in the Eraser.io interface for related functionality.
azure-sql-vm,An icon named 'azure-sql-vm' used in the Eraser.io interface for related functionality.
azure-data-factory,An icon named 'azure-data-factory' used in the Eraser.io interface for related functionality.
azure-virtual-clusters,An icon named 'azure-virtual-clusters' used in the Eraser.io interface for related functionality.
azure-elastic-job-agents,An icon named 'azure-elastic-job-agents' used in the Eraser.io interface for related functionality.
azure-sql-database,An icon named 'azure-sql-database' used in the Eraser.io interface for related functionality.
azure-database-postgresql-server,An icon named 'azure-database-postgresql-server' used in the Eraser.io interface for related functionality.
azure-sql-server,An icon named 'azure-sql-server' used in the Eraser.io interface for related functionality.
azure-database-migration-services,An icon named 'azure-database-migration-services' used in the Eraser.io interface for related functionality.
azure-sql-elastic-pools,An icon named 'azure-sql-elastic-pools' used in the Eraser.io interface for related functionality.
azure-managed-database,An icon named 'azure-managed-database' used in the Eraser.io interface for related functionality.
azure-sql-managed-instance,An icon named 'azure-sql-managed-instance' used in the Eraser.io interface for related functionality.
azure-sql-server-stretch-databases,An icon named 'azure-sql-server-stretch-databases' used in the Eraser.io interface for related functionality.
azure-cache-redis,An icon named 'azure-cache-redis' used in the Eraser.io interface for related functionality.
azure-instance-pools,An icon named 'azure-instance-pools' used in the Eraser.io interface for related functionality.
azure-data-explorer-clusters,An icon named 'azure-data-explorer-clusters' used in the Eraser.io interface for related functionality.
azure-sql-server-registries,An icon named 'azure-sql-server-registries' used in the Eraser.io interface for related functionality.
azure-application-insights,An icon named 'azure-application-insights' used in the Eraser.io interface for related functionality.
azure-cloudtest,An icon named 'azure-cloudtest' used in the Eraser.io interface for related functionality.
azure-devops,An icon named 'azure-devops' used in the Eraser.io interface for related functionality.
azure-devtest-labs,An icon named 'azure-devtest-labs' used in the Eraser.io interface for related functionality.
azure-lab-services,An icon named 'azure-lab-services' used in the Eraser.io interface for related functionality.
azure-cost-management-and-billing,An icon named 'azure-cost-management-and-billing' used in the Eraser.io interface for related functionality.
azure-preview-features,An icon named 'azure-preview-features' used in the Eraser.io interface for related functionality.
azure-all-resources,An icon named 'azure-all-resources' used in the Eraser.io interface for related functionality.
azure-subscriptions,An icon named 'azure-subscriptions' used in the Eraser.io interface for related functionality.
azure-reservations,An icon named 'azure-reservations' used in the Eraser.io interface for related functionality.
azure-service-health,An icon named 'azure-service-health' used in the Eraser.io interface for related functionality.
azure-information,An icon named 'azure-information' used in the Eraser.io interface for related functionality.
azure-recent,An icon named 'azure-recent' used in the Eraser.io interface for related functionality.
azure-resource-groups,An icon named 'azure-resource-groups' used in the Eraser.io interface for related functionality.
azure-marketplace,An icon named 'azure-marketplace' used in the Eraser.io interface for related functionality.
azure-templates,An icon named 'azure-templates' used in the Eraser.io interface for related functionality.
azure-quickstart-center,An icon named 'azure-quickstart-center' used in the Eraser.io interface for related functionality.
azure-management-groups,An icon named 'azure-management-groups' used in the Eraser.io interface for related functionality.
azure-help-and-support,An icon named 'azure-help-and-support' used in the Eraser.io interface for related functionality.
azure-tag,An icon named 'azure-tag' used in the Eraser.io interface for related functionality.
azure-dashboard,An icon named 'azure-dashboard' used in the Eraser.io interface for related functionality.
azure-free-services,An icon named 'azure-free-services' used in the Eraser.io interface for related functionality.
azure-cost-management,An icon named 'azure-cost-management' used in the Eraser.io interface for related functionality.
azure-region-management,An icon named 'azure-region-management' used in the Eraser.io interface for related functionality.
azure-troubleshoot,An icon named 'azure-troubleshoot' used in the Eraser.io interface for related functionality.
azure-resource-explorer,An icon named 'azure-resource-explorer' used in the Eraser.io interface for related functionality.
azure-biz-talk,An icon named 'azure-biz-talk' used in the Eraser.io interface for related functionality.
azure-blob-block,An icon named 'azure-blob-block' used in the Eraser.io interface for related functionality.
azure-blob-page,An icon named 'azure-blob-page' used in the Eraser.io interface for related functionality.
azure-branch,An icon named 'azure-branch' used in the Eraser.io interface for related functionality.
azure-browser,An icon named 'azure-browser' used in the Eraser.io interface for related functionality.
azure-bug,An icon named 'azure-bug' used in the Eraser.io interface for related functionality.
azure-builds,An icon named 'azure-builds' used in the Eraser.io interface for related functionality.
azure-cache,An icon named 'azure-cache' used in the Eraser.io interface for related functionality.
azure-code,An icon named 'azure-code' used in the Eraser.io interface for related functionality.
azure-commit,An icon named 'azure-commit' used in the Eraser.io interface for related functionality.
azure-controls,An icon named 'azure-controls' used in the Eraser.io interface for related functionality.
azure-controls-horizontal,An icon named 'azure-controls-horizontal' used in the Eraser.io interface for related functionality.
azure-cost-alerts,An icon named 'azure-cost-alerts' used in the Eraser.io interface for related functionality.
azure-cost-analysis,An icon named 'azure-cost-analysis' used in the Eraser.io interface for related functionality.
azure-cost-budgets,An icon named 'azure-cost-budgets' used in the Eraser.io interface for related functionality.
azure-counter,An icon named 'azure-counter' used in the Eraser.io interface for related functionality.
azure-cubes,An icon named 'azure-cubes' used in the Eraser.io interface for related functionality.
azure-dev-console,An icon named 'azure-dev-console' used in the Eraser.io interface for related functionality.
azure-download,An icon named 'azure-download' used in the Eraser.io interface for related functionality.
azure-error,An icon named 'azure-error' used in the Eraser.io interface for related functionality.
azure-extensions,An icon named 'azure-extensions' used in the Eraser.io interface for related functionality.
azure-file,An icon named 'azure-file' used in the Eraser.io interface for related functionality.
azure-files,An icon named 'azure-files' used in the Eraser.io interface for related functionality.
azure-folder-blank,An icon named 'azure-folder-blank' used in the Eraser.io interface for related functionality.
azure-folder-website,An icon named 'azure-folder-website' used in the Eraser.io interface for related functionality.
azure-ftp,An icon named 'azure-ftp' used in the Eraser.io interface for related functionality.
azure-gear,An icon named 'azure-gear' used in the Eraser.io interface for related functionality.
azure-globe-error,An icon named 'azure-globe-error' used in the Eraser.io interface for related functionality.
azure-globe-success,An icon named 'azure-globe-success' used in the Eraser.io interface for related functionality.
azure-globe-warning,An icon named 'azure-globe-warning' used in the Eraser.io interface for related functionality.
azure-guide,An icon named 'azure-guide' used in the Eraser.io interface for related functionality.
azure-heart,An icon named 'azure-heart' used in the Eraser.io interface for related functionality.
azure-image,An icon named 'azure-image' used in the Eraser.io interface for related functionality.
azure-input-output,An icon named 'azure-input-output' used in the Eraser.io interface for related functionality.
azure-journey-hub,An icon named 'azure-journey-hub' used in the Eraser.io interface for related functionality.
azure-launch-portal,An icon named 'azure-launch-portal' used in the Eraser.io interface for related functionality.
azure-learn,An icon named 'azure-learn' used in the Eraser.io interface for related functionality.
azure-load-test,An icon named 'azure-load-test' used in the Eraser.io interface for related functionality.
azure-location,An icon named 'azure-location' used in the Eraser.io interface for related functionality.
azure-log-streaming,An icon named 'azure-log-streaming' used in the Eraser.io interface for related functionality.
azure-management-portal,An icon named 'azure-management-portal' used in the Eraser.io interface for related functionality.
azure-media-file,An icon named 'azure-media-file' used in the Eraser.io interface for related functionality.
azure-mobile,An icon named 'azure-mobile' used in the Eraser.io interface for related functionality.
azure-mobile-engagement,An icon named 'azure-mobile-engagement' used in the Eraser.io interface for related functionality.
azure-power,An icon named 'azure-power' used in the Eraser.io interface for related functionality.
azure-powershell,An icon named 'azure-powershell' used in the Eraser.io interface for related functionality.
azure-power-up,An icon named 'azure-power-up' used in the Eraser.io interface for related functionality.
azure-preview,An icon named 'azure-preview' used in the Eraser.io interface for related functionality.
azure-process-explorer,An icon named 'azure-process-explorer' used in the Eraser.io interface for related functionality.
azure-production-ready-database,An icon named 'azure-production-ready-database' used in the Eraser.io interface for related functionality.
azure-resource-group-list,An icon named 'azure-resource-group-list' used in the Eraser.io interface for related functionality.
azure-resource-linked,An icon named 'azure-resource-linked' used in the Eraser.io interface for related functionality.
azure-scale,An icon named 'azure-scale' used in the Eraser.io interface for related functionality.
azure-scheduler,An icon named 'azure-scheduler' used in the Eraser.io interface for related functionality.
azure-search,An icon named 'azure-search' used in the Eraser.io interface for related functionality.
azure-server-farm,An icon named 'azure-server-farm' used in the Eraser.io interface for related functionality.
azure-ssd,An icon named 'azure-ssd' used in the Eraser.io interface for related functionality.
azure-storage-azure-files,An icon named 'azure-storage-azure-files' used in the Eraser.io interface for related functionality.
azure-storage-container,An icon named 'azure-storage-container' used in the Eraser.io interface for related functionality.
azure-storage-queue,An icon named 'azure-storage-queue' used in the Eraser.io interface for related functionality.
azure-table,An icon named 'azure-table' used in the Eraser.io interface for related functionality.
azure-tags,An icon named 'azure-tags' used in the Eraser.io interface for related functionality.
azure-tfs-vc-repository,An icon named 'azure-tfs-vc-repository' used in the Eraser.io interface for related functionality.
azure-toolbox,An icon named 'azure-toolbox' used in the Eraser.io interface for related functionality.
azure-versions,An icon named 'azure-versions' used in the Eraser.io interface for related functionality.
azure-website-power,An icon named 'azure-website-power' used in the Eraser.io interface for related functionality.
azure-website-staging,An icon named 'azure-website-staging' used in the Eraser.io interface for related functionality.
azure-web-slots,An icon named 'azure-web-slots' used in the Eraser.io interface for related functionality.
azure-web-test,An icon named 'azure-web-test' used in the Eraser.io interface for related functionality.
azure-workflow,An icon named 'azure-workflow' used in the Eraser.io interface for related functionality.
azure-backlog,An icon named 'azure-backlog' used in the Eraser.io interface for related functionality.
azure-media,An icon named 'azure-media' used in the Eraser.io interface for related functionality.
azure-module,An icon named 'azure-module' used in the Eraser.io interface for related functionality.
azure-search-grid,An icon named 'azure-search-grid' used in the Eraser.io interface for related functionality.
azure-verifiable-credentials,An icon named 'azure-verifiable-credentials' used in the Eraser.io interface for related functionality.
azure-pim,An icon named 'azure-pim' used in the Eraser.io interface for related functionality.
azure-tenant-properties,An icon named 'azure-tenant-properties' used in the Eraser.io interface for related functionality.
azure-custom-azure-ad-roles,An icon named 'azure-custom-azure-ad-roles' used in the Eraser.io interface for related functionality.
azure-aad-licenses,An icon named 'azure-aad-licenses' used in the Eraser.io interface for related functionality.
azure-active-directory,An icon named 'azure-active-directory' used in the Eraser.io interface for related functionality.
azure-ad-domain-services,An icon named 'azure-ad-domain-services' used in the Eraser.io interface for related functionality.
azure-groups,An icon named 'azure-groups' used in the Eraser.io interface for related functionality.
azure-active-directory-connect-health,An icon named 'azure-active-directory-connect-health' used in the Eraser.io interface for related functionality.
azure-enterprise-applications,An icon named 'azure-enterprise-applications' used in the Eraser.io interface for related functionality.
azure-managed-identities,An icon named 'azure-managed-identities' used in the Eraser.io interface for related functionality.
azure-ad-b2c,An icon named 'azure-ad-b2c' used in the Eraser.io interface for related functionality.
azure-information-protection,An icon named 'azure-information-protection' used in the Eraser.io interface for related functionality.
azure-users,An icon named 'azure-users' used in the Eraser.io interface for related functionality.
azure-ad-identity-protection,An icon named 'azure-ad-identity-protection' used in the Eraser.io interface for related functionality.
azure-app-registrations,An icon named 'azure-app-registrations' used in the Eraser.io interface for related functionality.
azure-ad-privilege-identity-management,An icon named 'azure-ad-privilege-identity-management' used in the Eraser.io interface for related functionality.
azure-identity-governance,An icon named 'azure-identity-governance' used in the Eraser.io interface for related functionality.
azure-integration-service-environments,An icon named 'azure-integration-service-environments' used in the Eraser.io interface for related functionality.
azure-partner-topic,An icon named 'azure-partner-topic' used in the Eraser.io interface for related functionality.
azure-system-topic,An icon named 'azure-system-topic' used in the Eraser.io interface for related functionality.
azure-partner-registration,An icon named 'azure-partner-registration' used in the Eraser.io interface for related functionality.
azure-partner-namespace,An icon named 'azure-partner-namespace' used in the Eraser.io interface for related functionality.
azure-logic-apps,An icon named 'azure-logic-apps' used in the Eraser.io interface for related functionality.
azure-event-grid-topics,An icon named 'azure-event-grid-topics' used in the Eraser.io interface for related functionality.
azure-relays,An icon named 'azure-relays' used in the Eraser.io interface for related functionality.
azure-api-for-fhir,An icon named 'azure-api-for-fhir' used in the Eraser.io interface for related functionality.
azure-software-as-a-service,An icon named 'azure-software-as-a-service' used in the Eraser.io interface for related functionality.
azure-event-grid-domains,An icon named 'azure-event-grid-domains' used in the Eraser.io interface for related functionality.
azure-data-catalog,An icon named 'azure-data-catalog' used in the Eraser.io interface for related functionality.
azure-integration-accounts,An icon named 'azure-integration-accounts' used in the Eraser.io interface for related functionality.
azure-app-configuration,An icon named 'azure-app-configuration' used in the Eraser.io interface for related functionality.
azure-sendgrid-accounts,An icon named 'azure-sendgrid-accounts' used in the Eraser.io interface for related functionality.
azure-event-grid-subscriptions,An icon named 'azure-event-grid-subscriptions' used in the Eraser.io interface for related functionality.
azure-logic-apps-custom-connector,An icon named 'azure-logic-apps-custom-connector' used in the Eraser.io interface for related functionality.
azure-service-bus,An icon named 'azure-service-bus' used in the Eraser.io interface for related functionality.
azure-time-series-insights-access-policies,An icon named 'azure-time-series-insights-access-policies' used in the Eraser.io interface for related functionality.
azure-device-security-apple,An icon named 'azure-device-security-apple' used in the Eraser.io interface for related functionality.
azure-device-security-google,An icon named 'azure-device-security-google' used in the Eraser.io interface for related functionality.
azure-device-security-windows,An icon named 'azure-device-security-windows' used in the Eraser.io interface for related functionality.
azure-intune,An icon named 'azure-intune' used in the Eraser.io interface for related functionality.
azure-ebooks,An icon named 'azure-ebooks' used in the Eraser.io interface for related functionality.
azure-client-apps,An icon named 'azure-client-apps' used in the Eraser.io interface for related functionality.
azure-devices,An icon named 'azure-devices' used in the Eraser.io interface for related functionality.
azure-device-compliance,An icon named 'azure-device-compliance' used in the Eraser.io interface for related functionality.
azure-software-updates,An icon named 'azure-software-updates' used in the Eraser.io interface for related functionality.
azure-security-baselines,An icon named 'azure-security-baselines' used in the Eraser.io interface for related functionality.
azure-device-enrollment,An icon named 'azure-device-enrollment' used in the Eraser.io interface for related functionality.
azure-device-configuration,An icon named 'azure-device-configuration' used in the Eraser.io interface for related functionality.
azure-exchange-access,An icon named 'azure-exchange-access' used in the Eraser.io interface for related functionality.
azure-ad-roles-and-administrators,An icon named 'azure-ad-roles-and-administrators' used in the Eraser.io interface for related functionality.
azure-tenant-status,An icon named 'azure-tenant-status' used in the Eraser.io interface for related functionality.
azure-intune-for-education,An icon named 'azure-intune-for-education' used in the Eraser.io interface for related functionality.
azure-intune-app-protection,An icon named 'azure-intune-app-protection' used in the Eraser.io interface for related functionality.
azure-mindaro,An icon named 'azure-mindaro' used in the Eraser.io interface for related functionality.
azure-digital-twins,An icon named 'azure-digital-twins' used in the Eraser.io interface for related functionality.
azure-industrial-iot,An icon named 'azure-industrial-iot' used in the Eraser.io interface for related functionality.
azure-time-series-insights-environments,An icon named 'azure-time-series-insights-environments' used in the Eraser.io interface for related functionality.
azure-iot-hub,An icon named 'azure-iot-hub' used in the Eraser.io interface for related functionality.
azure-iot-central-applications,An icon named 'azure-iot-central-applications' used in the Eraser.io interface for related functionality.
azure-maps-accounts,An icon named 'azure-maps-accounts' used in the Eraser.io interface for related functionality.
azure-iot-edge,An icon named 'azure-iot-edge' used in the Eraser.io interface for related functionality.
azure-time-series-insights-event-sources,An icon named 'azure-time-series-insights-event-sources' used in the Eraser.io interface for related functionality.
azure-time-series-data-sets,An icon named 'azure-time-series-data-sets' used in the Eraser.io interface for related functionality.
azure-windows10-core-services,An icon named 'azure-windows10-core-services' used in the Eraser.io interface for related functionality.
azure-device-provisioning-services,An icon named 'azure-device-provisioning-services' used in the Eraser.io interface for related functionality.
azure-monitor,An icon named 'azure-monitor' used in the Eraser.io interface for related functionality.
azure-alerts,An icon named 'azure-alerts' used in the Eraser.io interface for related functionality.
azure-advisor,An icon named 'azure-advisor' used in the Eraser.io interface for related functionality.
azure-blueprints,An icon named 'azure-blueprints' used in the Eraser.io interface for related functionality.
azure-activity-log,An icon named 'azure-activity-log' used in the Eraser.io interface for related functionality.
azure-diagnostics-settings,An icon named 'azure-diagnostics-settings' used in the Eraser.io interface for related functionality.
azure-scheduler-job-collections,An icon named 'azure-scheduler-job-collections' used in the Eraser.io interface for related functionality.
azure-compliance,An icon named 'azure-compliance' used in the Eraser.io interface for related functionality.
azure-my-customers,An icon named 'azure-my-customers' used in the Eraser.io interface for related functionality.
azure-recovery-services-vaults,An icon named 'azure-recovery-services-vaults' used in the Eraser.io interface for related functionality.
azure-metrics,An icon named 'azure-metrics' used in the Eraser.io interface for related functionality.
azure-solutions,An icon named 'azure-solutions' used in the Eraser.io interface for related functionality.
azure-automation-accounts,An icon named 'azure-automation-accounts' used in the Eraser.io interface for related functionality.
azure-operation-log-classic,An icon named 'azure-operation-log-classic' used in the Eraser.io interface for related functionality.
azure-service-providers,An icon named 'azure-service-providers' used in the Eraser.io interface for related functionality.
azure-education,An icon named 'azure-education' used in the Eraser.io interface for related functionality.
azure-service-catalog-mad,An icon named 'azure-service-catalog-mad' used in the Eraser.io interface for related functionality.
azure-lighthouse,An icon named 'azure-lighthouse' used in the Eraser.io interface for related functionality.
azure-universal-print,An icon named 'azure-universal-print' used in the Eraser.io interface for related functionality.
azure-arc,An icon named 'azure-arc' used in the Eraser.io interface for related functionality.
azure-user-privacy,An icon named 'azure-user-privacy' used in the Eraser.io interface for related functionality.
azure-managed-desktop,An icon named 'azure-managed-desktop' used in the Eraser.io interface for related functionality.
azure-managed-applications-center,An icon named 'azure-managed-applications-center' used in the Eraser.io interface for related functionality.
azure-customer-lockbox-for-microsoft-azure,An icon named 'azure-customer-lockbox-for-microsoft-azure' used in the Eraser.io interface for related functionality.
azure-policy,An icon named 'azure-policy' used in the Eraser.io interface for related functionality.
azure-resource-graph-explorer,An icon named 'azure-resource-graph-explorer' used in the Eraser.io interface for related functionality.
azure-machinesazurearc,An icon named 'azure-machinesazurearc' used in the Eraser.io interface for related functionality.
azure-keys,An icon named 'azure-keys' used in the Eraser.io interface for related functionality.
azure-data-box,An icon named 'azure-data-box' used in the Eraser.io interface for related functionality.
azure-data-box-edge,An icon named 'azure-data-box-edge' used in the Eraser.io interface for related functionality.
azure-migrate,An icon named 'azure-migrate' used in the Eraser.io interface for related functionality.
azure-remote-rendering,An icon named 'azure-remote-rendering' used in the Eraser.io interface for related functionality.
azure-spatial-anchor-accounts,An icon named 'azure-spatial-anchor-accounts' used in the Eraser.io interface for related functionality.
azure-sap-azure-monitor,An icon named 'azure-sap-azure-monitor' used in the Eraser.io interface for related functionality.
azure-firewall-manager,An icon named 'azure-firewall-manager' used in the Eraser.io interface for related functionality.
azure-private-link,An icon named 'azure-private-link' used in the Eraser.io interface for related functionality.
azure-ip-groups,An icon named 'azure-ip-groups' used in the Eraser.io interface for related functionality.
azure-private-link-service,An icon named 'azure-private-link-service' used in the Eraser.io interface for related functionality.
azure-resource-management-private-link,An icon named 'azure-resource-management-private-link' used in the Eraser.io interface for related functionality.
azure-private-link-hub,An icon named 'azure-private-link-hub' used in the Eraser.io interface for related functionality.
azure-load-balancer-hub,An icon named 'azure-load-balancer-hub' used in the Eraser.io interface for related functionality.
azure-bastions,An icon named 'azure-bastions' used in the Eraser.io interface for related functionality.
azure-virtual-router,An icon named 'azure-virtual-router' used in the Eraser.io interface for related functionality.
azure-spot-vmss,An icon named 'azure-spot-vmss' used in the Eraser.io interface for related functionality.
azure-spot-vm,An icon named 'azure-spot-vm' used in the Eraser.io interface for related functionality.
azure-dns-private-resolver,An icon named 'azure-dns-private-resolver' used in the Eraser.io interface for related functionality.
azure-virtual-networks,An icon named 'azure-virtual-networks' used in the Eraser.io interface for related functionality.
azure-load-balancers,An icon named 'azure-load-balancers' used in the Eraser.io interface for related functionality.
azure-virtual-network-gateways,An icon named 'azure-virtual-network-gateways' used in the Eraser.io interface for related functionality.
azure-dns-zones,An icon named 'azure-dns-zones' used in the Eraser.io interface for related functionality.
azure-traffic-manager-profiles,An icon named 'azure-traffic-manager-profiles' used in the Eraser.io interface for related functionality.
azure-network-watcher,An icon named 'azure-network-watcher' used in the Eraser.io interface for related functionality.
azure-network-security-groups,An icon named 'azure-network-security-groups' used in the Eraser.io interface for related functionality.
azure-public-ip-addresses-classic,An icon named 'azure-public-ip-addresses-classic' used in the Eraser.io interface for related functionality.
azure-public-ip-addresses,An icon named 'azure-public-ip-addresses' used in the Eraser.io interface for related functionality.
azure-on-premises-data-gateways,An icon named 'azure-on-premises-data-gateways' used in the Eraser.io interface for related functionality.
azure-route-filters,An icon named 'azure-route-filters' used in the Eraser.io interface for related functionality.
azure-ddos-protection-plans,An icon named 'azure-ddos-protection-plans' used in the Eraser.io interface for related functionality.
azure-front-doors,An icon named 'azure-front-doors' used in the Eraser.io interface for related functionality.
azure-virtual-networks-classic,An icon named 'azure-virtual-networks-classic' used in the Eraser.io interface for related functionality.
azure-application-gateways,An icon named 'azure-application-gateways' used in the Eraser.io interface for related functionality.
azure-local-network-gateways,An icon named 'azure-local-network-gateways' used in the Eraser.io interface for related functionality.
azure-expressroute-circuits,An icon named 'azure-expressroute-circuits' used in the Eraser.io interface for related functionality.
azure-network-interfaces,An icon named 'azure-network-interfaces' used in the Eraser.io interface for related functionality.
azure-connections,An icon named 'azure-connections' used in the Eraser.io interface for related functionality.
azure-route-tables,An icon named 'azure-route-tables' used in the Eraser.io interface for related functionality.
azure-firewalls,An icon named 'azure-firewalls' used in the Eraser.io interface for related functionality.
azure-service-endpoint-policies,An icon named 'azure-service-endpoint-policies' used in the Eraser.io interface for related functionality.
azure-nat,An icon named 'azure-nat' used in the Eraser.io interface for related functionality.
azure-virtual-wans,An icon named 'azure-virtual-wans' used in the Eraser.io interface for related functionality.
azure-web-application-firewall-policies-waf,An icon named 'azure-web-application-firewall-policies-waf' used in the Eraser.io interface for related functionality.
azure-proximity-placement-groups,An icon named 'azure-proximity-placement-groups' used in the Eraser.io interface for related functionality.
azure-reserved-ip-addresses-classic,An icon named 'azure-reserved-ip-addresses-classic' used in the Eraser.io interface for related functionality.
azure-public-ip-prefixes,An icon named 'azure-public-ip-prefixes' used in the Eraser.io interface for related functionality.
azure-intune-trends,An icon named 'azure-intune-trends' used in the Eraser.io interface for related functionality.
azure-dashboard-hub,An icon named 'azure-dashboard-hub' used in the Eraser.io interface for related functionality.
azure-avs-vm,An icon named 'azure-avs-vm' used in the Eraser.io interface for related functionality.
azure-network-manager,An icon named 'azure-network-manager' used in the Eraser.io interface for related functionality.
azure-dedicated-hsm,An icon named 'azure-dedicated-hsm' used in the Eraser.io interface for related functionality.
azure-modular-data-center,An icon named 'azure-modular-data-center' used in the Eraser.io interface for related functionality.
azure-api-proxy,An icon named 'azure-api-proxy' used in the Eraser.io interface for related functionality.
azure-fiji,An icon named 'azure-fiji' used in the Eraser.io interface for related functionality.
azure-monitor-dashboard,An icon named 'azure-monitor-dashboard' used in the Eraser.io interface for related functionality.
azure-support-center-blue,An icon named 'azure-support-center-blue' used in the Eraser.io interface for related functionality.
azure-connected-cache,An icon named 'azure-connected-cache' used in the Eraser.io interface for related functionality.
azure-web-app-+-database,An icon named 'azure-web-app-+-database' used in the Eraser.io interface for related functionality.
azure-hpc-workbench,An icon named 'azure-hpc-workbench' used in the Eraser.io interface for related functionality.
azure-connected-vehicle-platform,An icon named 'azure-connected-vehicle-platform' used in the Eraser.io interface for related functionality.
azure-aquila,An icon named 'azure-aquila' used in the Eraser.io interface for related functionality.
azure-reserved-capacity,An icon named 'azure-reserved-capacity' used in the Eraser.io interface for related functionality.
azure-custom-ip-prefix,An icon named 'azure-custom-ip-prefix' used in the Eraser.io interface for related functionality.
azure-confidential-ledger,An icon named 'azure-confidential-ledger' used in the Eraser.io interface for related functionality.
azure-reserved-capacity-groups,An icon named 'azure-reserved-capacity-groups' used in the Eraser.io interface for related functionality.
azure-windows-notification-services,An icon named 'azure-windows-notification-services' used in the Eraser.io interface for related functionality.
azure-mission-landing-zone,An icon named 'azure-mission-landing-zone' used in the Eraser.io interface for related functionality.
azure-private-mobile-network,An icon named 'azure-private-mobile-network' used in the Eraser.io interface for related functionality.
azure-vm-application-definition,An icon named 'azure-vm-application-definition' used in the Eraser.io interface for related functionality.
azure-vm-application-version,An icon named 'azure-vm-application-version' used in the Eraser.io interface for related functionality.
azure-edge-hardware-center,An icon named 'azure-edge-hardware-center' used in the Eraser.io interface for related functionality.
azure-ceres,An icon named 'azure-ceres' used in the Eraser.io interface for related functionality.
azure-azurite,An icon named 'azure-azurite' used in the Eraser.io interface for related functionality.
azure-update-center,An icon named 'azure-update-center' used in the Eraser.io interface for related functionality.
azure-image-definition,An icon named 'azure-image-definition' used in the Eraser.io interface for related functionality.
azure-image-version,An icon named 'azure-image-version' used in the Eraser.io interface for related functionality.
azure-savings-plan,An icon named 'azure-savings-plan' used in the Eraser.io interface for related functionality.
azure-worker-container-app,An icon named 'azure-worker-container-app' used in the Eraser.io interface for related functionality.
azure-grafana,An icon named 'azure-grafana' used in the Eraser.io interface for related functionality.
azure-storage-tasks,An icon named 'azure-storage-tasks' used in the Eraser.io interface for related functionality.
azure-sonic-dash,An icon named 'azure-sonic-dash' used in the Eraser.io interface for related functionality.
azure-compliance-center,An icon named 'azure-compliance-center' used in the Eraser.io interface for related functionality.
azure-load-testing,An icon named 'azure-load-testing' used in the Eraser.io interface for related functionality.
azure-acs-solutions-builder,An icon named 'azure-acs-solutions-builder' used in the Eraser.io interface for related functionality.
azure-container-app-environments,An icon named 'azure-container-app-environments' used in the Eraser.io interface for related functionality.
azure-marketplace-management,An icon named 'azure-marketplace-management' used in the Eraser.io interface for related functionality.
azure-edge-management,An icon named 'azure-edge-management' used in the Eraser.io interface for related functionality.
azure-sphere,An icon named 'azure-sphere' used in the Eraser.io interface for related functionality.
azure-exchange-on-premises-access,An icon named 'azure-exchange-on-premises-access' used in the Eraser.io interface for related functionality.
azureattestation,An icon named 'azureattestation' used in the Eraser.io interface for related functionality.
azure-web-jobs,An icon named 'azure-web-jobs' used in the Eraser.io interface for related functionality.
azure-windows-virtual-desktop,An icon named 'azure-windows-virtual-desktop' used in the Eraser.io interface for related functionality.
azure-ssh-keys,An icon named 'azure-ssh-keys' used in the Eraser.io interface for related functionality.
azure-internet-analyzer-profiles,An icon named 'azure-internet-analyzer-profiles' used in the Eraser.io interface for related functionality.
azure-cloud-shell,An icon named 'azure-cloud-shell' used in the Eraser.io interface for related functionality.
azure-expressroute-direct,An icon named 'azure-expressroute-direct' used in the Eraser.io interface for related functionality.
azure-communication-services,An icon named 'azure-communication-services' used in the Eraser.io interface for related functionality.
azure-peering-service,An icon named 'azure-peering-service' used in the Eraser.io interface for related functionality.
azure-resource-mover,An icon named 'azure-resource-mover' used in the Eraser.io interface for related functionality.
azure-chaos-studio,An icon named 'azure-chaos-studio' used in the Eraser.io interface for related functionality.
azure-template-specs,An icon named 'azure-template-specs' used in the Eraser.io interface for related functionality.
azure-backup-center,An icon named 'azure-backup-center' used in the Eraser.io interface for related functionality.
azure-device-update-iot-hub,An icon named 'azure-device-update-iot-hub' used in the Eraser.io interface for related functionality.
azure-cloud-services-extended-support,An icon named 'azure-cloud-services-extended-support' used in the Eraser.io interface for related functionality.
azure-disk-pool,An icon named 'azure-disk-pool' used in the Eraser.io interface for related functionality.
azure-bare-metal-infrastructure,An icon named 'azure-bare-metal-infrastructure' used in the Eraser.io interface for related functionality.
azure-open-supply-chain-platform,An icon named 'azure-open-supply-chain-platform' used in the Eraser.io interface for related functionality.
azure-managed-instance-apache-cassandra,An icon named 'azure-managed-instance-apache-cassandra' used in the Eraser.io interface for related functionality.
azure-test-base,An icon named 'azure-test-base' used in the Eraser.io interface for related functionality.
azure-orbital,An icon named 'azure-orbital' used in the Eraser.io interface for related functionality.
azure-network-function-manager,An icon named 'azure-network-function-manager' used in the Eraser.io interface for related functionality.
azure-quotas,An icon named 'azure-quotas' used in the Eraser.io interface for related functionality.
azure-wac,An icon named 'azure-wac' used in the Eraser.io interface for related functionality.
azure-rtos,An icon named 'azure-rtos' used in the Eraser.io interface for related functionality.
